transaction_id,customer_name,email,age,country,product_category,unit_price,quantity,transaction_date,payment_method
ORD100257,Samuel Dennis,ujordan@dawson-maxwell.com,58.0,Nigeria,Fashion,500,-1,2025-11-25,Cash
ORD100258,Christopher Nelson,jeffreymoreno@yahoo.com,41.0,Ghana,Fashion,"1,500",4,2026-01-01,Card
ORD100259,Mrs. Jacqueline Arnold,huffmanleah@yahoo.com,43.0,Ghana,Electronics,2500,1,2024-10-19,Cash
ORD100260,Alexander Lewis,hallteresa@gmail.com,42.0,United States,Electronics,2500,1,2024-04-02,Card
ORD100261,Ana Mckee,stokesjohn@sharp.net,,Nigeria,Home,499.99,2,2024-07-17,
ORD100262,Diana Gonzales,,,Nigeria,electronics,"1,500",,2024-08-02,Transfer
ORD100263,Lauren Huff,iboyd@gmail.com,37.0,Turkey,Home,500,,2024-05-19,Card
ORD100264,Johnathan Thomas,carrbenjamin@morgan-peck.com,21.0,United States,Home,,,2025-10-13,Cash
ORD100265,Anne White,mcdonaldcaitlin@contreras-smith.com,,Nigeria,Electronics,500,2,2025-11-28,Transfer
ORD100266,Christopher Hill,jamesjames@gmail.com,66.0,Nigeria,Electronics,499.99,2,2025-07-09,Card
ORD100267,Jay Patterson,ginawilson@gmail.com,68.0,Ghana,Home,1200,5,2024-07-18,Card
ORD100268,Johnny Moreno,robin31@rowland.info,65.0,nigeria,Fashion,,2,,Cash
ORD100269,Caitlin Evans,wolfemary@yahoo.com,64.0,United Kingdom,Groceries,500,4,2025-10-19,Card
ORD100270,Sarah Saunders,candace81@thomas.com,45.0,nigeria,Fashion,1200,1,2024-05-27,Cash
ORD100271,Kathleen Franco,,60.0,Turkey,electronics,500,3,2025-08-29,Cash
ORD100272,Matthew Johnson,davidlee@yahoo.com,67.0,USA,Electronics,500,,2025-12-22,Card
ORD100273,Thomas Fletcher,brucesean@yahoo.com,44.0,Nigeria,Fashion,"1,500",,,card
ORD100274,Miguel Jacobs,xhodges@hernandez-powell.com,32.0,Turkey,electronics,500,5,2024-11-07,Card
ORD100275,Kelly Mason,wardana@gmail.com,41.0,Nigeria,Groceries,,1,2025-06-13,Card
ORD100276,Eric Ingram,cory60@malone.com,,Nigeria,electronics,"1,500",1,2024-08-18,Transfer
ORD100277,Monica Kaiser DDS,nbrooks@yahoo.com,25.0,Nigeria,Electronics,500,2,2024-09-13,Transfer
ORD100278,Amanda Wheeler,joserivera@gmail.com,24.0,Turkey,Groceries,2500,2,2024-02-28,Transfer
ORD100279,Jasmine Montgomery,lingram@fuller-clark.info,60.0,Nigeria,Electronics,499.99,-1,2025-12-19,
ORD100280,Courtney Mendoza,xmurray@hernandez.org,20.0,United States,Groceries,,1,2025-08-01,Card
ORD100281,Sarah Benitez,carlajohnson@hotmail.com,37.0,Nigeria,Groceries,"1,500",2,2024-09-10,
ORD100282,Deborah Morgan,clarkarthur@gmail.com,30.0,Turkey,Groceries,2500,4,2025-08-28,card
ORD100283,Joan Davis,,30.0,Ghana,electronics,500,1,2025-03-23,Cash
ORD100284,Ryan Ray,tperez@yahoo.com,46.0,Nigeria,Groceries,1200,1,2024-06-05,Cash
ORD100285,Anthony Reyes,michael42@ellis-ramsey.org,64.0,USA,Electronics,,-1,2025-06-19,Card
ORD100286,Nicole Baxter,zdiaz@anderson-roach.com,44.0,Nigeria,Groceries,500,1,2024-11-01,Card
ORD100287,Kimberly Valencia,sharon20@hotmail.com,42.0,United States,Fashion,500,3,2025-01-05,Transfer
ORD100288,Taylor Allen,cummingseddie@yahoo.com,66.0,Nigeria,Electronics,2500,5,2025-08-28,Cash
ORD100289,Julie Harrington,ihall@pham-wright.net,35.0,Nigeria,Fashion,499.99,2,2024-07-31,Cash
ORD100290,Melissa Hansen,vespinoza@gmail.com,20.0,United States,electronics,"1,500",5,2025-01-20,Card
ORD100291,John Price,gfreeman@yahoo.com,68.0,Nigeria,Groceries,"1,500",5,2024-05-17,card
ORD100292,Bradley Miller,,64.0,Nigeria,Fashion,1200,4,2024-06-28,Cash
ORD100293,Caitlin Howe,,18.0,United Kingdom,electronics,500,,2024-09-05,
ORD100294,Samuel Guerra,nancyvasquez@yahoo.com,66.0,Ghana,Home,500,3,2024-07-16,
ORD100295,Christopher Hoffman,samanthasawyer@wright.com,31.0,USA,Fashion,500,4,2025-10-17,Card
ORD100296,Christine Wright,kathleengould@hotmail.com,47.0,USA,Electronics,,2,2024-06-08,Card
ORD100297,John Suarez,kristen19@bowers.info,42.0,Nigeria,Electronics,500,3,2025-07-20,card
ORD100298,Amanda Chambers,deborahyoung@yahoo.com,37.0,United Kingdom,Groceries,,,2024-07-04,Card
ORD100299,Laura Jones,anthonyashley@parker-walls.com,60.0,Ghana,Fashion,1200,-1,2024-05-30,card
ORD100300,Anthony Cooper II,vrobinson@yahoo.com,33.0,Nigeria,Electronics,1200,2,2024-09-23,Cash
ORD100301,Christina Leonard,danielglass@gonzalez.info,40.0,Turkey,Electronics,499.99,4,2024-11-25,card
ORD100302,Alvin Terrell,,38.0,United States,electronics,1200,1,2025-02-14,
ORD100303,Sherry Mccoy DVM,theresascott@hotmail.com,21.0,Ghana,Home,2500,3,2025-09-24,card
ORD100304,Mike Wong,,67.0,United States,Fashion,500,3,2024-10-26,Transfer
ORD100305,Jacob Gross,nobletracy@yahoo.com,29.0,Nigeria,Home,"1,500",,2025-12-25,Card
ORD100306,Troy Pierce,shannonsmith@wells.com,,United Kingdom,electronics,500,1,2025-10-13,Card
ORD100307,Heather Vega,goldensarah@gray.org,,Ghana,electronics,1200,5,2024-02-21,Transfer
ORD100308,Laurie Hill,eric11@yahoo.com,28.0,USA,Electronics,500,2,2026-02-17,Transfer
ORD100309,Michelle Brooks,fsilva@gmail.com,27.0,United Kingdom,Electronics,2500,2,2025-08-10,
ORD100310,Felicia Norris,georgesnyder@williamson.com,,nigeria,electronics,,3,2025-08-31,Cash
ORD100311,Jennifer Johnson,lhansen@yahoo.com,32.0,USA,Groceries,500,,2025-05-01,Transfer
ORD100312,Eric Smith,michaelwashington@mcmahon.info,60.0,Nigeria,Electronics,"1,500",5,2024-10-27,Cash
ORD100313,Ashley Meyer,mcmahonnatalie@holmes.com,63.0,Turkey,Fashion,,1,2024-02-26,Transfer
ORD100314,Jill Lyons,smaxwell@bell.biz,38.0,United States,Groceries,500,,2025-08-22,Card
ORD100315,Jackie Castillo,hillnancy@gmail.com,55.0,United States,Groceries,500,2,2025-02-13,Card
ORD100316,Casey Warner,blackheather@hotmail.com,67.0,United States,Groceries,500,1,2025-12-18,Transfer
ORD100317,Samantha Mcdaniel,rickyjackson@potter.com,34.0,United Kingdom,Home,"1,500",4,2024-12-24,Cash
ORD100318,Tina Fletcher,anthony77@robinson.org,68.0,nigeria,Groceries,"1,500",3,2024-09-09,Card
ORD100319,Patricia Jackson,joshuaclark@harris.com,38.0,Nigeria,electronics,499.99,,2024-10-28,Card
ORD100320,Mike Whitaker,tammy86@gmail.com,68.0,United Kingdom,Electronics,"1,500",2,2025-05-31,Transfer
ORD100321,James Gutierrez,jamie17@rogers-lawson.com,18.0,Turkey,Home,1200,1,2024-04-27,Cash
ORD100322,William Green,moralessarah@young-stevenson.com,50.0,Ghana,Electronics,500,1,2025-04-23,Cash
ORD100323,Karen Ward,jimmelendez@pearson.org,21.0,Nigeria,electronics,2500,2,2025-04-18,Card
ORD100324,Aaron Johnson,amandawilson@gallagher.com,28.0,USA,Electronics,,3,2024-07-21,Cash
ORD100325,Michele Reid,colemantodd@martinez.biz,35.0,Nigeria,Electronics,1200,4,2024-05-07,card
ORD100326,Cesar Henderson,cmoses@gmail.com,30.0,United Kingdom,Electronics,499.99,3,2024-02-28,card
ORD100327,Richard Miller,ghernandez@mitchell.com,65.0,United Kingdom,Home,1200,1,2025-10-12,Cash
ORD100328,William Burnett,jesusmorales@gmail.com,42.0,United Kingdom,Groceries,500,1,2025-05-21,Card
ORD100329,Scott Flores,ashley07@phillips.biz,63.0,USA,Groceries,500,2,2024-05-09,card
ORD100330,Michael Rodriguez,livingstonamy@wright-fernandez.com,27.0,USA,Electronics,,2,2025-01-03,Card
ORD100331,Samantha Brown,omclean@hotmail.com,51.0,Nigeria,Groceries,500,1,2025-11-10,Transfer
ORD100332,Frank Wise,,41.0,Turkey,electronics,499.99,1,2025-07-29,Transfer
ORD100333,Lucas Williams,nicoleoliver@arnold.org,22.0,Turkey,Home,499.99,4,2025-02-15,Card
ORD100334,Nancy Smith,,61.0,United States,Groceries,500,4,2025-07-11,Cash
ORD100335,Raymond Cobb,moorejesse@davis.info,21.0,United Kingdom,Electronics,500,5,2025-06-04,card
ORD100336,Shannon Ramos,,21.0,Nigeria,Electronics,1200,1,2025-09-13,Transfer
ORD100337,John Flynn,pamela85@gmail.com,41.0,United States,Groceries,,2,2025-12-18,Card
ORD100338,Preston Castro,marcuscase@gmail.com,35.0,United States,Groceries,"1,500",1,2024-06-28,Card
ORD100339,Michelle Clark,joseph49@warren.com,34.0,Turkey,Fashion,1200,,2024-10-30,Cash
ORD100340,Christopher Davis,cmeyers@cox.net,46.0,Ghana,Fashion,,4,2024-08-18,Card
ORD100341,Kevin Diaz,michael93@yahoo.com,60.0,USA,Electronics,"1,500",4,2026-01-04,
ORD100342,Stacey Curtis,joshuagibbs@hotmail.com,30.0,Turkey,Groceries,"1,500",2,2024-08-16,Cash
ORD100343,Nicole Velez,rbarton@davis.com,22.0,Turkey,Home,500,1,2025-04-01,Cash
ORD100344,Steven Sexton,dchan@gmail.com,65.0,USA,Electronics,500,,2025-07-18,Cash
ORD100345,Dawn Kim,dparsons@yahoo.com,19.0,United States,Groceries,1200,3,2024-03-17,card
ORD100346,Hannah Solis DDS,abigail26@allison.net,21.0,United States,Groceries,500,,2024-12-16,Transfer
ORD100347,Ronald Kramer,adamspatricia@yahoo.com,,Nigeria,Home,,2,2024-09-09,
ORD100348,Stacie Vincent,justinspencer@gmail.com,38.0,Nigeria,Groceries,1200,5,2025-08-11,Transfer
ORD100349,John Parrish,tiffanymatthews@hotmail.com,58.0,Turkey,Home,"1,500",2,2025-12-30,Card
ORD100350,Patrick Villegas,rogersdavid@ortiz.com,54.0,United Kingdom,Home,2500,3,2025-04-04,Cash
ORD100351,David Robertson,,,Turkey,Home,2500,2,2024-03-19,Card
ORD100352,Derrick Powers,shawnjohnson@gill.info,21.0,United States,Groceries,500,2,,card
ORD100353,Francisco Neal DDS,toni70@ward-bryant.net,29.0,Nigeria,Home,1200,2,2024-07-05,Transfer
ORD100354,Anthony Dunn,katherine04@mendoza.com,63.0,Nigeria,Home,499.99,,2024-05-24,Cash
ORD100355,Rebecca Rodriguez,markfrazier@jones.com,53.0,USA,Electronics,499.99,-1,2025-01-24,Cash
ORD100356,Victor Woods,joshua44@bailey-wood.info,23.0,Turkey,Groceries,500,,2024-03-12,Cash
ORD100357,Timothy Reed,caintimothy@wells.com,21.0,Nigeria,Fashion,500,1,2024-07-16,Cash
ORD100358,Eric Thompson,warnold@gmail.com,22.0,Ghana,Fashion,1200,1,2024-05-18,
ORD100359,Tracy Cabrera,lopezandrew@gmail.com,52.0,Nigeria,electronics,"1,500",5,2025-11-29,Card
ORD100360,Daniel Henry,chavezkelly@yahoo.com,38.0,Ghana,Electronics,499.99,1,2025-03-15,Card
ORD100361,Kevin Morris,loweashley@harper.info,29.0,United Kingdom,Fashion,"1,500",2,2024-12-31,card
ORD100362,Travis Haley,nicholsjeffrey@hotmail.com,19.0,United States,Fashion,499.99,5,,card
ORD100363,William Williams,millergabriela@sanchez.info,37.0,nigeria,Fashion,2500,3,2025-08-23,card
ORD100364,Bradley Williams,erika90@yahoo.com,,Nigeria,Home,500,5,2025-07-05,Transfer
ORD100365,Patrick Schultz,hicksashley@gmail.com,44.0,Nigeria,Groceries,500,2,,Transfer
ORD100366,James Torres,aliciaadams@moore-davis.biz,27.0,Turkey,Fashion,499.99,2,2025-02-18,Cash
ORD100367,Thomas Fuller,leslie08@klein.com,30.0,nigeria,Groceries,1200,-1,2024-10-02,Cash
ORD100368,Scott Jones,dlopez@yahoo.com,21.0,United Kingdom,Groceries,500,3,2025-11-29,Transfer
ORD100369,Melissa Morse,kylegonzales@hotmail.com,,Nigeria,Electronics,499.99,2,2025-08-10,Card
ORD100370,Michael Hill,williamsphilip@davis.net,41.0,United Kingdom,Fashion,"1,500",2,2025-01-11,
ORD100371,Emily Harding,anthony46@thomas-miller.biz,57.0,Nigeria,electronics,1200,4,2024-09-01,card
ORD100372,Duane Williams,morganronnie@hotmail.com,20.0,United States,Electronics,500,4,2025-01-04,card
ORD100373,Danielle Hill,,48.0,United States,electronics,2500,1,2025-11-15,Cash
ORD100374,Jennifer Morris,davisbeth@kramer.com,34.0,Nigeria,Electronics,500,,2025-08-11,Transfer
ORD100375,Elizabeth Henry,johnsonray@gmail.com,55.0,Turkey,electronics,2500,-1,2025-10-03,Cash
ORD100376,John Rubio,richard26@hotmail.com,57.0,USA,Groceries,,2,2026-02-15,card
ORD100377,Kimberly Watkins,jennifercruz@yahoo.com,62.0,Nigeria,Groceries,499.99,1,2025-11-20,Card
ORD100378,Christina Booth,brittany85@leonard.com,61.0,nigeria,electronics,1200,-1,2024-04-10,Transfer
ORD100379,Joseph Reed,marc75@johnson-bailey.com,34.0,Nigeria,Electronics,1200,2,2024-05-22,Card
ORD100380,Charles Huynh,ann64@gmail.com,47.0,Turkey,Electronics,499.99,3,2024-07-17,
ORD100381,Jeremy Carlson,anna65@walker.biz,24.0,nigeria,Home,"1,500",1,2025-09-17,
ORD100382,Benjamin Riley,omorris@zavala.com,54.0,United States,Electronics,1200,1,2024-04-26,Transfer
ORD100383,Tony Carrillo,conwaydenise@hotmail.com,48.0,nigeria,Groceries,1200,2,2025-02-08,Card
ORD100384,Juan Foster,shawjohn@dixon.com,20.0,USA,Home,,4,2024-08-27,Transfer
ORD100385,Mary Rodriguez,iweaver@goodman.com,56.0,United States,Fashion,"1,500",5,2024-06-02,Cash
ORD100386,Erica Thompson,sanchezvincent@hotmail.com,40.0,United Kingdom,Home,"1,500",2,2024-10-26,
ORD100387,Mr. Joshua Harrison,gvalentine@ramirez-benson.com,47.0,USA,electronics,"1,500",4,2025-01-03,card
ORD100388,Eric Choi,aaronlee@perez-becker.com,41.0,Ghana,Electronics,1200,4,,Transfer
ORD100389,Carolyn Powers,christine39@long-garcia.biz,22.0,Turkey,Groceries,499.99,4,2024-02-23,card
ORD100390,Cassandra Williams,ericcruz@hayden.biz,64.0,Turkey,Electronics,1200,1,2024-05-08,Transfer
ORD100391,Eric Pierce,john78@todd.com,52.0,United Kingdom,electronics,1200,5,2024-09-16,Cash
ORD100392,Pamela Hanna,bgutierrez@adams.com,59.0,United Kingdom,electronics,499.99,2,2024-10-09,Cash
ORD100393,Kenneth Acosta,khenry@johnson.com,64.0,Nigeria,Home,499.99,5,2024-07-29,Cash
ORD100394,Dr. Amanda Collins DDS,chaveztaylor@gmail.com,36.0,nigeria,Electronics,499.99,4,2024-08-12,Card
ORD100395,Michael Kim,lbolton@kirk-shaw.com,64.0,United Kingdom,Fashion,499.99,-1,2024-12-05,Card
ORD100396,Kevin Kelly,perrycharles@hotmail.com,68.0,Ghana,Fashion,500,1,2025-09-18,
ORD100397,Sara Kelley,llambert@parker.com,26.0,Nigeria,Groceries,1200,2,2025-01-18,Card
ORD100398,Andrew Malone,johnjacobson@gmail.com,69.0,Turkey,Groceries,"1,500",,2024-11-03,Cash
ORD100399,Samantha Smith,jennifer48@gmail.com,41.0,Nigeria,Electronics,1200,1,2025-08-11,Cash
ORD100400,Robin Lee,myoung@gmail.com,28.0,United States,Electronics,2500,3,2024-07-16,Card
ORD100401,Christine Wolf,mburgess@jackson.com,57.0,Nigeria,Electronics,1200,1,2024-08-14,Card
ORD100402,Shawn Gutierrez,hamiltonkimberly@yahoo.com,33.0,USA,Home,1200,1,2025-04-30,
ORD100403,Samuel Lopez,richardfuentes@hawkins-murray.info,33.0,Turkey,electronics,,2,2025-02-10,Card
ORD100404,Michael Powers,jamesrodriguez@gmail.com,48.0,United States,Electronics,"1,500",2,2026-02-08,Cash
ORD100405,Tonya Lane,jeffrey13@gmail.com,65.0,United Kingdom,Home,,,2025-12-18,Transfer
ORD100406,Cameron Terrell,geraldschwartz@dixon.info,52.0,United States,Electronics,1200,2,2024-11-03,card
ORD100407,Jesse Mcgee,laurenbrown@gmail.com,57.0,Nigeria,Electronics,499.99,2,2024-12-04,Card
ORD100408,Barbara Robinson,christopher94@guzman.com,68.0,United States,Groceries,2500,3,2025-09-18,card
ORD100409,James Moreno,jason57@thompson.org,26.0,United Kingdom,Home,2500,1,2024-12-25,Transfer
ORD100410,Terri Garner,hubbardjennifer@johnson-lopez.com,34.0,United States,Electronics,2500,1,2024-11-15,Card
ORD100411,Teresa Shaw,jeffreyreid@hotmail.com,28.0,USA,Electronics,"1,500",,2024-12-12,card
ORD100412,Jennifer Schneider,sarah43@yahoo.com,34.0,Ghana,Home,499.99,5,2024-08-24,Card
ORD100413,Ryan Soto,alexander76@gmail.com,19.0,United States,Electronics,"1,500",,2024-08-30,Cash
ORD100414,Joy Harrison,kyates@hotmail.com,36.0,Ghana,electronics,500,1,2026-02-04,Transfer
ORD100415,Joshua Glover,robert51@yahoo.com,49.0,nigeria,electronics,499.99,,2024-04-06,Cash
ORD100416,Sarah Andrews,vschwartz@fowler.com,58.0,USA,Fashion,500,5,2026-01-17,Transfer
ORD100417,Jennifer Rice PhD,aho@gmail.com,33.0,United States,Groceries,499.99,3,2025-07-19,Card
ORD100418,Christopher Thompson,patricia14@yahoo.com,27.0,Nigeria,Fashion,499.99,,2024-12-06,Cash
ORD100419,John Henderson,simsanita@gmail.com,35.0,United States,Home,2500,,2026-01-21,Cash
ORD100420,Sarah Garner,orosales@yahoo.com,63.0,nigeria,Electronics,500,,2025-05-29,Cash
ORD100421,Matthew Harvey,rogerzamora@thompson.com,56.0,Ghana,Electronics,,1,2025-11-11,
ORD100422,Lisa Miller,crichardson@garcia-davis.com,36.0,USA,Groceries,500,3,2024-11-07,Transfer
ORD100423,Emily Fisher,jameswu@clark.net,66.0,nigeria,Fashion,2500,,2024-09-17,
ORD100424,Kimberly Dixon,jsanchez@sutton.com,68.0,Nigeria,electronics,500,2,2025-10-19,Card
ORD100425,Brooke Harmon,granthaas@robinson.org,42.0,United States,Home,499.99,5,2024-07-16,Card
ORD100426,Kelly Sims,,,nigeria,Fashion,1200,3,2025-02-03,card
ORD100427,Traci Rose,ashleybryant@martinez.com,53.0,USA,electronics,,3,2025-07-11,Card
ORD100428,Mathew Butler,fbright@gmail.com,42.0,Nigeria,Groceries,500,3,2025-08-27,Card
ORD100429,Caitlin Williams,pgreen@gmail.com,31.0,Nigeria,electronics,,1,2024-05-13,Transfer
ORD100430,Ashley Flores,kramervictoria@yahoo.com,38.0,United States,Home,499.99,1,2026-02-15,card
ORD100431,Michael Turner,agarcia@yahoo.com,60.0,United States,Groceries,500,1,2024-11-02,card
ORD100432,Debra Smith,taylorwillie@yahoo.com,25.0,Ghana,Fashion,500,5,,card
ORD100433,Kerry Garcia,stevenkrause@gmail.com,60.0,USA,Groceries,500,1,2024-08-09,
ORD100434,Patricia Martinez,cohendavid@gmail.com,50.0,Nigeria,Groceries,"1,500",1,2024-04-06,Transfer
ORD100435,Leslie Luna,wallerhannah@hotmail.com,63.0,Turkey,electronics,"1,500",2,2025-10-15,
ORD100436,Karen Gray,nschaefer@harper-jordan.org,57.0,Turkey,Home,"1,500",4,2024-04-29,Card
ORD100437,Robert Smith,harrelljustin@hotmail.com,45.0,Nigeria,Fashion,2500,2,2024-06-23,Cash
ORD100438,Daniel Garrison,jsweeney@yahoo.com,34.0,Nigeria,electronics,,4,2024-10-29,Card
ORD100439,Sharon Faulkner,michael65@wu-burnett.com,54.0,United Kingdom,electronics,499.99,5,2024-08-25,Cash
ORD100440,Charles Smith,danielshort@hotmail.com,49.0,Nigeria,Electronics,1200,2,2025-12-26,Transfer
ORD100441,Jeffrey Mclaughlin,kfisher@walker.info,,Nigeria,Electronics,500,5,2024-02-29,Transfer
ORD100442,Edwin Barajas,danielwelch@dean-murillo.org,22.0,nigeria,electronics,500,2,2024-07-13,card
ORD100443,Matthew Carter,zjones@gmail.com,55.0,United States,Electronics,"1,500",2,2024-02-23,Cash
ORD100444,William Rowland,garciapatricia@yahoo.com,39.0,Ghana,Groceries,1200,,2025-06-14,Cash
ORD100445,Robert Brooks,rgarcia@hotmail.com,32.0,USA,Fashion,500,4,2026-02-09,Transfer
ORD100446,Tony Nguyen,annarichardson@gmail.com,30.0,United States,Groceries,1200,5,2024-03-19,Card
ORD100447,Danielle Jones,teresagonzalez@white-bond.com,69.0,Nigeria,electronics,"1,500",,2024-05-03,card
ORD100448,Raymond Wood,ebony03@hotmail.com,24.0,United States,Groceries,"1,500",2,2026-02-05,Card
ORD100449,Garrett Farrell,taylormatthew@yahoo.com,32.0,United States,Fashion,,1,2024-10-12,Card
ORD100450,Emma Franco,dolson@klein.com,23.0,nigeria,electronics,499.99,4,2024-07-20,Cash
ORD100451,Kathy Bates,jgraham@gmail.com,61.0,nigeria,Groceries,2500,2,2025-06-14,card
ORD100452,Brandon Finley,keith12@woods.com,36.0,Nigeria,Home,,-1,2026-01-09,Transfer
ORD100453,Gregory Wells,nancy35@gmail.com,36.0,United States,electronics,,,,Card
ORD100454,Destiny Morales,meadowsnathan@yahoo.com,57.0,USA,Home,1200,3,2025-12-21,Card
ORD100455,Julie Johnson,renee26@yahoo.com,27.0,Nigeria,Fashion,1200,,2025-06-10,Transfer
ORD100456,Mrs. Crystal Hanson,desiree73@parker.com,22.0,Nigeria,Home,"1,500",2,2024-12-16,Card
ORD100457,Karen Guerrero,coxalicia@gmail.com,46.0,United States,Electronics,500,5,2025-09-23,Cash
ORD100458,Kyle Brown,david33@hotmail.com,58.0,USA,electronics,"1,500",5,2024-04-04,card
ORD100459,Deborah Melendez,smartin@gmail.com,30.0,Ghana,Fashion,500,5,2026-02-03,Cash
ORD100460,Kenneth Richmond,lisa31@green.biz,40.0,United States,Electronics,2500,3,2024-04-21,Cash
ORD100461,Douglas Bradley,barbarapotts@yahoo.com,30.0,Nigeria,Groceries,500,,2025-04-27,Card
ORD100462,William Davis,elizabeth48@gmail.com,40.0,Nigeria,Fashion,500,3,2025-11-13,Cash
ORD100463,Patricia Aguirre,athomas@hurst.org,47.0,Ghana,Electronics,1200,1,2025-01-05,Card
ORD100464,Ricky Salazar,kavery@dixon.org,48.0,United States,Electronics,1200,1,2025-05-24,Cash
ORD100465,Jason Jones,jacksonbernard@hotmail.com,68.0,Turkey,Fashion,500,2,2024-03-01,
ORD100466,Sarah Wilkerson,stephaniewilson@sutton.com,41.0,United States,electronics,"1,500",2,2024-05-03,card
ORD100467,Matthew Camacho,nburke@gmail.com,53.0,Turkey,Groceries,"1,500",4,2024-12-31,Card
ORD100468,Stephen Parker,poolediana@madden.com,23.0,USA,Home,500,5,2024-10-15,Cash
ORD100469,Amy Young,pmartinez@contreras.info,47.0,Nigeria,Electronics,"1,500",2,2024-09-02,
ORD100470,Darren Bolton,,38.0,Turkey,Home,,3,2025-12-17,card
ORD100471,Travis Warner,ericgross@gmail.com,65.0,Ghana,electronics,500,2,2025-07-18,Transfer
ORD100472,Matthew Banks,newmankayla@howe.net,64.0,Ghana,Fashion,499.99,1,2025-04-02,Transfer
ORD100473,Laura Gomez,jamieroberts@hill.org,28.0,Nigeria,Groceries,500,3,2024-07-03,Cash
ORD100474,Gary Johnson,swhite@hotmail.com,42.0,United Kingdom,Electronics,499.99,3,2024-07-24,Transfer
ORD100475,Thomas Riley,,52.0,nigeria,electronics,500,3,2024-09-22,Transfer
ORD100476,Gary Jackson,molly15@yahoo.com,58.0,Ghana,Groceries,"1,500",1,2024-12-13,card
ORD100477,Hannah Stewart,,,Turkey,electronics,500,,2024-12-19,card
ORD100478,Rebecca Stephens,wellsalejandra@gmail.com,28.0,nigeria,Electronics,500,5,2025-02-22,card
ORD100479,John Wagner,caguilar@watkins.com,35.0,United States,Groceries,,,2025-11-11,Card
ORD100480,Katherine Wright,ytaylor@yahoo.com,47.0,Ghana,Home,,,2024-11-22,
ORD100481,Brian Johnson,hcohen@johnson.com,63.0,Nigeria,Electronics,,1,2025-08-18,Transfer
ORD100482,Chad Smith,sethevans@yahoo.com,33.0,USA,Electronics,500,3,2025-05-19,card
ORD100483,Gary Harris,ilewis@brown-stephens.com,61.0,Ghana,Groceries,2500,1,2024-10-02,Cash
ORD100484,Patricia Williams,xgentry@hotmail.com,68.0,United Kingdom,Home,"1,500",3,2024-07-16,
ORD100485,Nicole Gray,whiterobert@hall-morales.com,65.0,United States,Groceries,2500,,2025-09-24,card
ORD100486,Judy Rodriguez,kennedymichael@gmail.com,59.0,nigeria,Fashion,499.99,3,2024-11-12,Cash
ORD100487,Derrick Garcia,wallacenicole@gmail.com,53.0,Ghana,Fashion,,1,2024-07-12,Card
ORD100488,Devon Fletcher,susan34@bryan.com,,nigeria,Electronics,1200,4,2024-09-28,Cash
ORD100489,Willie Reynolds,molinaanthony@phelps.com,66.0,USA,Electronics,499.99,,2025-12-08,Transfer
ORD100490,Makayla Rios,joshualynch@kim-harris.biz,48.0,nigeria,Groceries,500,-1,,card
ORD100491,Brittany Nguyen,efoster@hotmail.com,29.0,Ghana,Electronics,"1,500",,2025-05-21,Cash
ORD100492,Logan Williams,laurahernandez@hotmail.com,55.0,Ghana,Fashion,,1,2024-06-10,Card
ORD100493,Alexander Fields,ashleyfoster@flynn-sullivan.com,64.0,United States,Groceries,1200,-1,2024-04-11,Cash
ORD100494,James Norris,wilkinsnorman@hotmail.com,21.0,Turkey,Fashion,499.99,2,2025-12-24,Cash
ORD100495,Christopher Gonzales,tinarivers@gmail.com,46.0,United Kingdom,Home,2500,1,2025-07-06,card
ORD100496,Karl Price,paigebartlett@hotmail.com,66.0,Ghana,Home,500,2,2024-04-21,Card
ORD100497,Alejandro Serrano,rgonzales@yahoo.com,53.0,United States,Home,500,1,,Card
ORD100498,Melissa Aguilar,leah98@carpenter.com,62.0,Nigeria,Fashion,500,2,2025-06-14,Transfer
ORD100499,Eddie Martinez Jr.,bwhite@gmail.com,53.0,nigeria,Groceries,2500,3,2024-08-23,Transfer
ORD100500,Juan Hobbs,terrifuller@gmail.com,28.0,nigeria,Electronics,"1,500",1,2024-08-10,Card
ORD100501,Adriana Greer,ogoodwin@simmons.info,22.0,Ghana,Groceries,500,1,2024-05-09,Card
ORD100502,Michael Huynh,lindsay11@dennis.info,60.0,USA,Home,500,1,2025-07-03,card
ORD100503,Anne Johnson,vyork@yahoo.com,53.0,United States,electronics,,4,2024-03-09,Card
ORD100504,Isaac Stewart,,38.0,Ghana,Electronics,,5,2025-01-11,Cash
ORD100505,Cathy Jones,gutierrezmatthew@smith-burns.com,33.0,Nigeria,Electronics,499.99,3,2026-01-26,
ORD100506,Jeffrey Diaz,alecberry@scott.com,51.0,Ghana,Electronics,1200,-1,,Cash
ORD100507,Samantha Hall,darrylwilliams@williams.org,47.0,nigeria,Electronics,2500,1,2025-11-11,Cash
ORD100508,Alicia Harris,amy16@gmail.com,,Turkey,Electronics,2500,,2025-09-14,card
ORD100509,Tamara Marshall,matthew43@yahoo.com,62.0,USA,Groceries,500,5,2024-03-01,Cash
ORD100510,Lisa Carson,,22.0,Nigeria,Groceries,"1,500",1,2025-11-29,
ORD100511,Eric Snyder,pinedanicole@yahoo.com,28.0,Turkey,electronics,1200,2,2024-09-04,Card
ORD100512,Cheryl Williams,dgallegos@yahoo.com,25.0,United States,Electronics,500,2,,Transfer
ORD100513,Jacob Williams,moorejacob@patel.org,19.0,USA,Home,500,2,,Cash
